,review,label
28,??그레이시켰는데 블랙옴ㅋㅋㅋ,0
29,웜이 미끄러워서 놓침,0
30,맘대로 다른맛을 5개씩이나 보내주셨네요. 감사합니다ㅡㅡ,0
31,사진하고..색이너무다르네요왠..회색이왔어요..에휴,0
32,원래 장아찌 냄새가 나는거에요??,0
33,글쎄요 마라탕.훠궈 되게 좋아하는 사람인데요.이건 못먹겠어요..상품평이 좋아서 세개나 샀는데 처치곤란이네요,0
34,되기는 하는걸까요? 2일 사용해 봤는데 한마리도 잡지 못했네요. 옆에 날아 다니는데... 밤새 켜두어도 잡지 못하네요;;;,0
35,옷을 걸어봤는데 좀 흔들리는것 같아요 받침이 좀 약한것 같네요 디자인이나 색은 이뻐요,0
36,다 터져서 왔네요.. 포장에 신경써주시길 바라요.,0
37,구멍나서 왔어요 불량인 것 같은데 그냥 버렸어요 다리 길이도 짧아서 가랑이가 떠요,0
38,재구매 차타면 기침이 나와요,0
39,알로에가 너무 조그마해서 뭘 할수가 없었어요 ㅠㅠㅠ,0
40,불량률 제로는 무슨 포장 뜯고 선연결후 메인보드 고장난거 보내서 본체 새걸로 바꿔달라니깐 뜯은거라 새제품으로 못바꿔준다네요 그럼 안뜯어보고 고장난걸 어떻게 압니까??,0
41,레턴시가 너무 늦려요. 패드용으로 삿는데 너무 느려요. 윈10 기본 드라이버보다 못하구요. 배송만 좋앗어요,0
42,반찬을 인터넷으로 시켜먹는건 다소 호불호가 많이 갈릴것같아요..,0
43,전에 먹었을때는 신선해서 회로 먹었는데 이번에온건 택배받자마자 먹었는데 읭?했어요. 질기고 신선하지도 않고 같이먹은 사람도 똑같이 느끼고 먹은사람들은 다 하루종일 들락했네요. 다시는 안시켜먹으려구요.,0
44,별루 별루에요.입안도 깔끔하지 않고 냄새도 별루네요...상품평은 그럴싸 하던데..속은 느낌,0
45,발이 너무 아프고 아무리 새 구두라도 너무 딱딱함~ 일주일이상 신었는데도 계속 아파서 다른것 샀음,0
46,별로 안 좋네요 안지워짐,0
47,펴지는건 잘되는데 접을때 불편하게 잘 안접혀요. 구멍도 쉽게났어요 퀸사이즈 침대에 맞추어 넣으려는데 잘안되어 잡아당기니 찢어져버리네요..퀸침대에도 안맞으면 어떻게 써야될지...돈버렸다 생각하고 앞으로 이런물건은 구매하지 말아야겠어요.,0
48,냄새ㅡ ㅡ 화학물질 냄새 베란다에 5일을 놔둿는데두 찐그레이? 하고 베이지는 절대 프라스틱 녹이는 냄새같은게 절대 안빠져요.. 왜그래요?,0
49,고등어 갈치 삼치 삿어요 갈치가 먹고싶어서 굳이여기서 산건데 갈치가 특~히나 비리고 구워도 비리고 튀겨도 비리고 남은걸어찌해야하나 답답합니다 그나마 삼치가 먹을만하구요 이거 버리고 다른데서 사야할듯해요..,0
50,조금만 오버사이즈여도 다 터져요,0
51,그닥 리모콘 없음요 핸드폰 연동 잘 안됨,0
52,1점도 아까운.. 2개나 주문했는데 조립하다 버렸어요,0
53,제품은 견고하고 튼튼한듯 하나 이너가방이 원래가방보다큰지주름져서 펴지지도않고물건꾸역꾸역넣으면들어가지만빼서쓰기시작하면다시넣기힘들고뷸편하네요ㅜ그리고 검은먼지가 손수건 젖병 꼭지케이스등등에 엄청달라붙어요ㅜ,0
54,바느질 상태가 별루에요,0
55,돈아깝네요 탄성도 떨어지고 풀로 두세번 당기니 늘어나서 제대로 못쓸정도임,0
56,너무 달아요. 그냥 헹궈서 바로 썰었는데 너무 다네요. 물엿에 담가놨으면 큰일날뻔,0
57,재구매 날짜임박 해서 당황했어요,0
58,고양이 한마니만 사료먹을때 눈물흘려서 바꿔준건데 이 사료먹더니 두마리가 눈물흘리네요 ㅜㅠ 저희 고양이랑은 안맞나봐요,0
59,빨자마자 색다빠져서 머라할말이.. 다시 구입안합니다.,0
60,"손에 붙이면 하루만에 떨어지고, 더 심하면 1시간도 안 되고 떨어져요",0
61,흠 돈이 아까울 정도로 살품이... 수납 공간 없고 지퍼 없고 소재도 생각보다 딱딱하다? 뭔가 마트에서 500원으로 살 수 있는 그런 에코 백 느낌...,0
62,다이어트 효과 제로,0
63,몇번 쓰지도 않았는데 이렇게 다 벗겨지네요 황당합니다. 그냥 전문업체에서 살걸. 다른 것도 아니고 뜨겁게 끓여서 마시는 물인데 몸에 저런 것들이 녹아 들어갔다고 생각하니 굉장히 기분이 찝찝하네요.,0
64,받은 날짜가 1월 15일 유통기간 1월 15일 반품요청했더니 날짜지난건 안받는데요 헐 왜사요?,0
65,재구매 가품같은데... 마감이 안좋고 충전 느림. 핸폰에 꽂으면 C 꼽는 부분이 많이 흔들림.,0
66,왜이리 뻑뻑하고 퀄리티 저급인지 ㅎㅎ열고닫다가 손톱이 뿌라질거같음 4개삿는데 4개 다그럼 ㅎ길이들어야하는가 다이소께 훨신퀄좋고 뷰드럽게닫힘 다이소갈걸,0
67,옷이 완전 별루에요 사이즈도 이상하고 정품아닌듯..,0
68,용기의 목부분이 너무 약해요. 자동차 송풍구에 달아놓았는데 다음날 보니 유리병 목이 똑 떨어져서 바닥에 전부 쏟아졌더라구요. 추운 날씨에 차창문도 제대로 못열고 진한 피톤치드 향에 머리가 너무 아팠습니다. ㅠㅠ,0
69,재구매 나무 냄새가 오래도록 납니다. 반품이나 출고사항이 열악합니다. 1+1 이외엔 비추입니다. 반품이 되지 않아 사이즈오류로 한번 더 주문을 하게 되고 직원태도도 아주 불친절합니다.,0
70,아...이건 좀 너무 하네요..퀄리티가 너무 떨어집니다. 왜 고급 상품을 동시에 파는지 알겠네요..구입하시는분들 참고하세요.,0
71,"많은 기름기, 질김, 초록색 이물질 나옴 공장바닥 초록색깨진 자그만한 파편같은? 이제 한장먹었는대 ㅡㅡ 맛은 그냥 육포맛",0
72,당일발송이라더니 돈더들여 샀는데도 몇일씩이나 걸렸다. 짜증이다,0
73,딱가격만큼의품질입니다,0
74,재구매 맘에들어 재구매했는데 불량이왔어요 귀찮아서 걍 씁니다,0
75,왜 막창이 펴서 오는거죠 ? 맛도 생각보다 별로에요 ..,0
76,색상이랑 실리콘이라 좋지만 전지를 끼고 뺄때 불편하고 망가져요!,0
77,할인된 15천원만큼 시들었어요.,0
78,상한게 많아서 마니 버렸네요,0
79,약해약해 진짜 조금부는 바람에 다날아가고 타프폴대 휘어지고ㅜㅜ 별루별쿠,0
80,딱 가격만큼 그 이상도 아닌... 차라리 이가격에 다른 제품 한대 구입하는게 낳았을듯...,0
81,다 녹아서 배달왔으며 맛도 없어요,0
82,슬프게도 저이 아이한테는 효과가 없어요 ㅜㅜ 첫날 쓰고 기적같은 효과인줄알았는데 넘 심해서 어머님이 병원가서 약먹이고 바르셨던거였어요. 스테로이드에 힘 약 끊으니 다시 재발 ㅜㅜ,0
83,균사가 너무 늦게 도착했네요 다음날 발송이래서 샀더니 4일후에 도착했습니다,0
84,어깨 가방이라 해서 샀는데 절대 어깨에 멜수 없습니다. 생각보다 많이 작아요. 아이들 소꿉놀이 가방으로 씁니다,0
85,1점도주고싶지 안지만 등록 하기 위해서 사용 전에 세탁후 솜이 뭉친다 이런거 아무리 싸도 사지덜 마세여,0
86,요거 너무 힘없이 툭 부러지는데요 ㅠㅠㅠ 광고에선 벽돌몇개도 거뜬히 들수있다더니.... 액자하나에 툭 부러지다니...액자 떨어지는바람에 아기 다쳤어요......하...ㅠㅠ,0
87,변비호전이 되는지 못느낍니다.,0
88,아기옷에 쓸려고 샀어요,0
89,딱딱하고 불편하지만 싸니까 그냥써요,0
90,오리지널 3개.유통기한지났어요! 일.월 .년 순서라는데 21년2월26일!!!! 베리 한 통은 5월1일까지네요. 유통이지난걸 판매 하시다니!!!!,0
91,이건 정말 맛없어요ㅠ 고기도 소스도...ㅠ,0
92,기냥그래요 머리 발라도 건조 짜증,0
93,성인용인데 사이즈가 너무 작은거 아닌가요? 잘못배송하신거 아니라면 판매글 수정이라도 하세요. 마스크 구할수 없어서 이거라도 하고 샀는데 뒤통수 맞은기분이네요.,0
94,이렇게 큰걸 기대하고 특대로 주문했는데 넘 작은게 와서. . .실망입니다. 산소방울도 없어서 신선하지도 않아요.,0
95,일반적인 양념 갈비가 아니다. 냄새는 안나는데 고기가 너무 퍽퍽해서 먹지 못할 정도''' 이런 고기를 팔다니''' 대충 구워서 짐승이나 줘야지''',0
96,"손에 붙이면 하루만에 떨어지고, 더 심하면 1시간도 안 되고 떨어져요.",0
97,생각보다 거칠거ㅓ칠하네여 ㅡㅡ,0
98,복불복인 유심에 당첨되어 혼자간 블라디 여행 초반에 힘들었습니다 혼자라 업체와 연락하기도 어려웠고 겨우 연락됐을땐 업체 유심을 다시 끼우고 증거 사진을 캡쳐해서 보내줘야 환불이 된다는 말을 들었습니다 돈 몇 천원에 여행 망치기 싫어서 환불 포기했습니다,0
99,배송이 넘 느려요ㅜ,0
100,생각보다 별로였습니다,0
101,가격대비 양이 진짜 안나와요 새우깡처럼 고소하게튀긴것도 아니고 진짜 새우깡사드시는게날듯,0
102,디자인은 만족한데 아기가 안무네요 ㅜㅜ,0
103,택배아저씨가 완전 똥이에요 이런아저씨가 배송올꺼면 이거 안샀어요 택배업체 말이 많은데 왜 안바꾸세요 아저씨 말투가 계속 비꼬는 말투에요 기분나빠요 아저씨 말 못배웠어요? 말 왜그렇게 하는 택배아저씨가 와요? 여기는 택배아저씨땜시 클났네요,0
104,4벌이나 샀는데 광이 나는 소재네요ㅠ 참고하세요,0
105,재구매 더지를 주문했는데 덕이가 왔어요. 아이도 속상해서 좀 징징댔는데 교환할 시간이 없어 그냥 씁니다 ㅡㅡ,0
106,욕실에 붙일랬더니 잘붙지않아요ㅜㅜ,0
107,두개가 포장이 뜯어져서왔어요...,0
108,그냥 그렇습니다. 알고 사긴했습니다 가격만큼합니다,0
109,너무 묽고 발림성이 떨어져요,0
110,사다리차 비용 지원,0
111,정말 맛없어요~양은 많고 버리긴 아까워 주변인들에게 줬는데 역시 어른들은 못먹겠다고 아이들은 반반이었어요.,0
112,배송이 너무늦어서 별한개에요.....,0
113,선풍기랑 고정부분이 헐거워요 가지고 나가자마자 선풍기 머리부분이 빠져서 잃어버렸어요..,0
114,색상이 별로에요. 재질은 좋은데...,0
115,"12월26일 주문. 본체은 바로 왔고, 조종기와 가방은 10일이 지났지만 받지 못함. 언제 오는지 네이버톡으로 연락했지만 응답도 없네요. ㅠㅠ",0
116,18 이상으로 주문했는데 여러가지 크기가 섞여 왔네요. 지금은 18 이상이 품절이던데 18 이상이 부족해서 섞어보내신거 아닌가 의심되네요. 상품이 없으면 안파셔야 되는거 아닌가요? 다시는 구매하고 싶지 않습니다.,0
117,주변에 모기들이 윙윙날러다니는데 잡히질 않어요..소음도심하고..담날 일어나서 열어보니 암것도없어요..우씨,0
118,어깨가 넓은 편임에도 어깨선은 오버핏으로 한참 내려오는데 옷 품은 전혀 오버핏이 아닙니다. 어깨선만 내려오는 딱 맞는 옷인데.... 3개사서 1개 입어보고 2개 바로 반품합니다.,0
119,다른 판매처에서 산 같은모양에 절반 가격인 제품들과 똑같네요 그냥. 값만 두배네요,0
120,"제품에 기스가 많고 고무망치 부분에 상처도 있고, 중고품 파는거 아닌지 의심이 듭니다. 고무냄새도 심하고 다시는 구매하지 않겠습니다.",0
121,날개가 잘 안돌음 별로임,0
122,아기가 한두번 씹더니 뱉어버려요. 그래서 제가 먹어보니 껍질(?)이 질기고 오렌지맛이 나긴 하는데 그래도 좀 비리더라구요...다른방법으로 먹여보겠지만 재구매는 한번 생각해봐야겠어요.,0
123,잘안뚫리던데 별로입니다,0
124,재질이 너무 까슬되요.....,0
125,샘플 바르고 있는데 좁쌀만한 트라블이 나고 있습니다...반품해야 될것 같아요...,0
126,"빨강 3개, 파랑 2개 주문했습니다. 그런데 빨강 1개 흰색 3개가 왔네요. 이거 뭐죠? 컬러 틀린것도 화가나는데 수량까지 틀리나요?",0
127,가격도 비싼데 접착테이프 좀 넉넉하게 넣어주면 좋았을텐데요..설치도 어려워서 중간에 뭐 잘못하면 뗐다가 다시해야할판인데 여유분도 별로없고 사라니요... 가격에 비해서 실망스러워요..,0
128,얼굴에 며칠 사용해 봤는데 오히려 얼굴이 더 붉어지는 현상이 심하네요. 저하고는 맞지 않는것 같습니다.,0
129,제품은 좋은데요 차콜을 시켯는데 그레이가 왓어요 문의 드렷으나 답변이 없어 우선 구매 확정 합니다,0
130,사이즈도 맞지 않고 고무냄새도 많이 나네요 반품비가 더 비싸 그냥 버립니다,0
131,아무리좋은 테잎을붙여도. . .잘떨어지네요. . . 한달사용하고 제거했어요. . .,0
132,너무 늦었어요. 그날 게시판 난리가 났었다죠.,0
133,별로임 불편함 바퀴자꾸빠짐,0
134,끈이 고정이 잘안되요 영상이랑 그런것처럼 잘 고정이 안되고 빠집니다. 영상은 순엉터리에요....,0
135,재구매 상담해주시는분이 사이즈를 잘못 상담해주시,0
136,"세상불편 후면스위치도 힘줘야눌러야해서 스위치가 잘풀리는데 한번풀리면 또 껏다켜야하고, 어쩐지 모기가안잡힌다했네요 ㅎㅎㅎ;;;;",0
137,잘 사용했습니다 넉넉하게 불편하지 않았습니다,0
138,어떤공은 물렁하고 어떤공은 너무 딱딱하고... 이렇게 일관성 없는 공이 배달오다니.. 딱딱한공은 너무 딱딱해서 위험함.,0
139,가성비는 좋으나 잘깨집니다.. 1년8개월동안 아이폰8를 위해 구매했는데 여지껏 6개정도 사용했네요..ㅎㅎ 재구매만 3번인가 4번했어요~,0
140,솔찍히 뭐 하나 마음에 드는게 없네요 유투브광고 고고 바로 구매했는데 10개 안사길 잘했다 싶네요. 신중한 구매 하세요,0
141,쓰레기 산거후회중입니다,0
142,아이얼굴에 바르고 나면 빨갛게 올라와요.몸도 간지럽다고 긁네요.그래서 제가 바르고 있어요.,0
143,연결상탸에서 폰을 살짝만만 건들여도 끊겼다 연결했다 를 반복해요 그래서 tv에연결해서 영상보다가 건들지를 못하겠어요,0
144,젖병4개시켰는데 2개씩 똑같네여 아무리 랜덤이라고 해도 ㅜㅜ 구분하기 쉽게 좀 다른종류로 보내주시지,0
145,조립하는 부분이 불량이였어요 바빠서 환불이나 교환은 하지 않고 쓸 예정인데 끼워지는 부분이 불량인부분확인해주세요,0
146,조립도 어렵고 싼티나고 결국 버리고 오늘 다른거 주문함 ㅠㅠ,0
147,1+1코드는 배그가 아닌 다를걸로 ㅈ셔야지 같은걸로 와서 이러지도 저러지도 사용도 못하고있네요,0
148,5kg시켰는데 77개 이상이라더니 60개 들었고 귤 크기도 작네요.진짜 사기 당한듯 싶네요.전화했더니 박스폿함 5kg라고 하길래 직접 재봤는데 4kg 나오네요.실화신가 싶네요,0
149,냉동식품을 많이 보내실거면 드라이아이스를 더 넣으셨어야죠.. 조그만거 겨우 하나 넣어서 다 녹은채로 도착했어요.. 당연히 만두는 물렁물렁하고요.. 행사상품이라고 이렇게 보내실거면 행사를 안하시는게 좋겠어요,0
150,한번 교환 햇는데... 또 2주를 못버팀,0
151,고래×제품 먹다 처음 사봣는데 맛이 너무없어서.. 캠핑갈때 먹으라고 동생줬어요.ㅠ 포장은좋아요,0
152,그냥그랬습니다....,0
153,재구매 냄새가 별로에요 비추입니다,0
154,배송료를 각각 부과하신거 치고 너무 허술하게 포장해서 보내시네요 배송료를 받으실꺼면 포장하실 박스부터 새로 사신후에 장사하셨으면합니다.,0
155,상태가 안좋습니다 반품하기 귀찮아서 그냥씁니다.,0
156,어깨끈이 너무짧아요 못입을꺼같아요,0
157,디자인이 예쁜 것 같아 구매했는데 무겁고 사용하기 편리하지 않네요. 뚜껑을 열고 닫기가 뻑뻑해서 힘드네요.,0
158,한달 사용했는데 그냥 그렇네요,0
159,음. 처음에 받고 다 떨어져서 엉성하다고 했는데 교환해서 쓰니 삔은 편해요,0
160,짜고 저번맛이 아니네요ㅜㅜ,0
161,판매자님이 당일 발송해주신다해놓고 약속안지키셔서 어버이날선물로산건데 내년 생일선물로 줘야겠음 ㅎㅎㅎ 뭐 일주일? 정도 시간두고 미리 안산 내잘못도 있지만..,0
162,정품여부가 의심됩니다,0
163,마우스가 무겁고 그립감이 별로네요.,0
164,락스냄새가 너무 심하네요.눈맵고 코맵고 쓰기 겁나서 별하나만.환경에 좋으면 사람도 괜찮은걸텐데ㅠ.ㅠ 스프레이 분사가 시원치 않습니다.포장은 충전제없이 박스에 그냥 담겨왔는데 다행히 무사하네요.,0
165,시계 오픈이안됨... 기스만 엄청났음 ㅠ 내 지샥들 ㅠ,0
166,밤에 도착했고 더워서 약간 녹아 축축한체로 도착. 내용은 강낭콩만 많이 보이네요. 다시 살리고자 냉동실에 넣어놨어요. 제가 원했던채소종류를 꼼꼼히 확인해야겠구나 싶었어요. 물건은 올리신겉과 같아요.,0
167,몇번 안썼는데 먼지털이에 묻은 먼지 돌려서 털다가 14층 베란다 창문에서 1층으로 떨어져버리네요 본딩된 부분이 떨어져서,0
168,"재구매 나만 이상한건가 하고 두세개 사서 써봤는데 일이주만에 이상해집니다 ㅠ 상대방이 내 통화 목소리도 잘 못 듣고 그래요,,",0
169,차콜과 라이트그레이 핑크 3가지 색상을 구매해서 1달이상 사용중인데 물빠짐현상이 너~무 심하네요 침대매트리스에 색이뭍어나와 중성세제에 세탁해봤는데 색이 끊임없이 빠져나와요 이게 뭐하는건가요?,0
170,구매 전 후기 보고서 어느정도는 각오하고 있었는데 ㅎㅎㅎ... 막상 그런 제품을 받아보니까 기분이 썩 좋지는 않네요~~~ 반품 교환이 귀찮아서 그냥 쓰겠지만 이런 제품이라면 가격 더 낮춰서 판매해주시면 좋을것같아요 ㅎㅎㅎ,0
171,두개 주문했는데 다른것과 비교해보니 하자상품이였어요 쓰다가 알아서 그냥 쓰고 있습니다..,0
172,물기도 없고 뻑뻑하니 정말 실망이네요ㅠㅠ 이럴줄 알았으면 한개만 구입할걸 뭣모르고 2개를 구입해서 곤란하네요 ㅠ,0
173,5년가까이 이제품만 4번짼가 구매하는데 구매후 배송늦게하고 현충일이라고 연기되고 일요일넘겨 한주 넘기고 분명 파란색은ㅅ 주문한거같은데 보라도리 왔고,0
174,흔들거리고 조립해야하는데 나사가 안들어감,0
175,제친구가산거보고 똑같이주문했는데 제친구꺼보다 너무물렁하고 사이즈도 작아요 왜이래요? 똑같은거산건데.. 그거빼고는 배송은빨랐어요 같은제품샀는데 제껀너무물렁해서 이게뭔가싶어요,0
176,택배를 받았는데 쥐가 베이글 파먹었어요~ 상자 뜯지도 않고 바로 버렸네요ㅜㅠ,0
177,넘 크고 엉성하네요 반품하고싶은데 그냥 쓰렵니다,0
178,그릴부분에 기스가많고 내구성 많이안좋음 구입하시려면 참고하세요,0
179,와이퍼 아님 앞이 안보임 쓰렉 완전비추임,0
180,우버가 안되요. 사고나서 후회함.,0
181,광고하고 실물하고 많이 다르네요,0
182,솔직히 말하면요 ㅡ 짜 짜 짜 짜도 너무 짜!!!!!!! 아이들 절대로 못 먹어요!!!!!!!,0
183,불량이섞여왔어요..그냥쓸게요,0
184,허벅지 통이 너무 펄렁펄렁하네요.. 아들 운동할때 입히려고 샀는데 다시 사야할까 봐요,0
185,용기뚜껑이 제대로 안닫힌채 배송이 돼서 박스안에 세제도 흘러있고 양도 현저히 줄었네요. 당장 세제가 급해서 반품안하고 사용합니다만 배송상태가 많이 아쉽네요.,0
186,ㅋㅋ 못입어요? 이건 어는나라사람이입어야 맞는옷입니까?? 어깨는터질꺼같고 팔은길고? 뭐에요? ㅎㅎ 그냥 돈날린셈칩니다,0
187,색이 차이가 너무 많이 납니다.,0
188,주위분들한테 소개 해 주고 있어요. 효과가 좋은데요. 진작 알았더라면~~~~ㅎㅎㅎ,0
189,알콜향강함 반품귀찮아서그냥,0
190,불량 아크릴 앞뒤로 검은점 박혀있네요 귀찮아서 구매확정,0
191,"두개 샀는데 하나 불량. 다리 프레임 휘어서 나사 안꼽히고, 나사 꼽는 걸개는 4개 있어야 하는데 3개 뿐입니다. 교환 귀찮아서 걍 씁니다.",0
192,입기전 세탁 돌렸는데 올이 다풀리고 판매자는 연락도 안되고 이게 멉니까 전화주세요 010 오267 2342,0
193,12시 이전에 결제했는데 8시가 다 되어 왔어요 퀵하는 의미가 없음 최소한 6시 이전에는 보내야 하는거 아닌가 하는 생각이 듭니다,0
194,최하제품 완전불량제품 물새고 가습도안되고 어떻해 이런제품을파는지,0
195,최악. 석유냄새같은데 너무 심해서 쓸수도 없고 쓰자마자 입주변에 뭐가 났어요 피부문제는 개별차라고 해도 냄새가 역해서 아무도 쓰질 못합니다,0
196,만원짜리 원가얼마할련지.. 마감엉망 두개시켰는데 두개다 엉망. 디자인은 나쁘지 않으나 재질에서 안좋은성분 나올거 같은 불길한 예감.. 그냥 반품귀찮아서 좀쓰다가 바꿀예정 중국산 기대 안했지만 참.. 다른걸 떠나 아이에게 나쁘지만 않았으면 함.,0
197,재구매 빅스깨져서왓는데 귀찮아서 그냥씁니다,0
198,5개정도 썩은거 그냥 골라내고 빛이 없는 서늘한곳에 보관했지만 싹이나서 다 버려습니다.,0
199,독거치시 간섭 일어나요.. 기존 휴대할때는 좋긴한데 매번 꼈다 뺐다 귀찮네요.,0
200,마스크 자체크기는 괜찮은데 마스크 끈이 떨어져요. 오늘만 2개째 끈이 떨어졌어요. 너무 허접 합니다.,0
201,저는 이제 안하려구요. 손톱이 얇아졌어요,0
202,완전 상태가 안좋아요. 이런걸 돈 주고 샀다니. 후기글이 좋은것도 있었고 나쁜것도 있었는데 안좋았던걸 더 눈여겨 봤어야 했나봐요. 표면은 멀쩡한듯해도 반 갈라보면 도저히 쓸 수 없는 상태가 반 정도인듯.,0
203,너무길고 품도크네요 키크고덩치있어야 맞아요,0
204,화상도가 너무 낮네요,0
205,다른 사람들은 다~~ 좋다고 하는데 제 취향이랑은 많이 멀어서 창고행이에요 앞으로는 시향해보고 사는걸로..ㅠ,0
206,짜고 수분도 다빠진게 도대체 어떻게 된건지..오븐에도 구워보고 담궈서 짠기 빼고 카레가루로 해서도 먹어봤는데. ㅠ .좋아하던고등어가 싫어지네요 괜히 후기만믿고 덜컥 샀어요..ㅠㅠ,0
207,700g 3마리 주문했는데 2마리는 죽어서 오고~ 1마리는 살아서 왔어요~겨우 숨이 붙어서 왓어요~ 맛은 별루~~ 재구매의향 200% 없습니다. 직접 눈으로 확인해서 수산시장가서 구매하는것을 추천합니다 ~,0
208,맛없어요 옛날맛이 아니에요,0
209,원단 베이색은 암막 약해요. 마감 참 아쉽네요.,0
210,"청정도,품질 개판 입니다. 광고 사진도 아니고 이런 제품은 안 파셨으면 좋겠네요 리뷰 보니까 수량 한.,두개 모자른다고 해서 혹시나 해서 수량 세어 보니 48개네요! 변상 해 주나요? 다른 곳에서 구매한 중국산도 이정도는 아니였습니다.",0
211,"부모님이 필요하셔서 보내드렸는데,부모님한테 한소리 들었네요! 상품이 작고, 씻지 않고 배송 되었다 하네요! 전화해서 물었더니, 전화응대도 별로 였다 하시드라구요! 다른곳에서 다시 시켜야겠네요!",0
212,이렇게 먹진란를티어 다신 또먹음 안대,0
213,처음에 상품보고 와 이래서 비싼거구나 했습니다 정말 부드럽고 너무 좋아보였는데 다음날 살짝 부딪혔는데 바로 깨지더라구요 하루만에 이렇게 약한 필름은 처음입니다 이제부터는 그냥 저렴한 필름 사야겠어요,0
214,시간이 지나면 입술 가장자리만 자국이 남고 군데군데는 벗겨지듯이 지워져 수정하려해도 수정이 되어지지 않는점,0
215,10키로 원판 2개를 주문했는데 20키로 하나가 와서 교환했습니다 물건은 괜찮은거같지만 정확한 배송 부탁드립니다,0
216,성능은 괜찮은데 저녁에 껏다가 아침에 다시 키면 자동으로 새틀라이트 연동이 안돼서 처음부터 다시 셋팅해야되니 어쩔수없이 24시간 키고있습니다. 따로 관리자 페이지는 없는건지 앱도 상상 이상으로 불편하네요.,0
217,받자마자 냉장보관 하였고 유통기한도 6일이 남았는데 먹으려고 개봉하니 완전 쉬어 있네요 절대 사지 마세요,0
218,재구매 다신안삼 그냥 막짤라줍니다,0
219,인기 상품이라 기대를 많이 했는데 맛이 없어요.,0
220,재구매 이래도 되나요? 포장은 짜집기 한것 처럼되어 있고 본드까지 옆으로 튀어 나와있고 팩에 끈적한 액체까지 묻어 있고 여태까지 여기 석류즙만 먹는데 이런적 처음이고 맛도 이상해요....,0
221,첫날만 충전 잘 되고 그 후로는 충전하는데 10시간 걸리고 핸드폰이 불타는거처럼 뜨거워서 결국 그냥 핸드폰 바꿨어요,0
